会社名,銘柄コード,業種,優先市場,決算月,都道府県,時価総額,PBR,売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,PER(会予),負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
モバイルファクトリー,3912,情報・通信業,スタンダード（内国株式）,2024-12-31,東京都,7115627008.0,2.2383218,3317532000.0,1058348000.0,0.32117,699120000.0,0.23337999,0.25375,0.8077303913934082,9.396795,811078000.0,811078000.0,3751165000.0,,3111756000.0,104552000.0,3013273400.0,0.42347264641783766
ＧｒｅｅｎＢｅｅ,3913,情報・通信業,グロース（内国株式）,2024-12-31,東京都,2221982976.0,1.7833027,806493000.0,50960000.0,0.06509,63828000.0,0.12802,0.08968,0.9128034677207982,,113777000.0,102094000.0,1229486000.0,,932347000.0,,1115709000.0,0.5021231089756109
ＪＩＧ－ＳＡＷ,3914,情報・通信業,グロース（内国株式）,2024-12-31,東京都,20156067840.0,6.2695475,3472875000.0,556625000.0,0.13635999,478732000.0,0.117580004,0.1348,0.6494918974003675,,1701863000.0,1332681000.0,3392649000.0,450002000.0,1992757000.0,211773000.0,1839027100.0,0.09123937836478328
テラスカイ,3915,情報・通信業,プライム（内国株式）,2025-02-28,東京都,26296401920.0,2.2826726,24709987000.0,1452172000.0,0.04612,1018427000.0,0.04054,0.09187999,0.5691957253407662,27.676632,6630547000.0,5724761000.0,12844915000.0,205958000.0,6512437000.0,4269158000.0,9202778600.0,0.3499634143103331
デジタル・インフォメーション・テクノロジー,3916,情報・通信業,プライム（内国株式）,2025-06-30,東京都,37438562304.0,4.6380754,24159035000.0,3013992000.0,0.08226,2178368000.0,0.090150006,0.28706,0.7162376558429586,18.713236,3088897000.0,2791520000.0,9474059000.0,25100000.0,5354155000.0,563802000.0,6779823400.0,0.18109198064145834
アイリッジ,3917,情報・通信業,グロース（内国株式）,2025-03-31,東京都,3711031296.0,1.6134937,6708400000.0,219067000.0,-0.044439998,13901000.0,-0.00158,-0.0017200001,0.41898448369026836,29.024391,3388308000.0,2600608000.0,4555400000.0,1507500000.0,2738928000.0,97988000.0,1235683600.0,0.3329757960629174
ＰＣＩホールディングス,3918,情報・通信業,スタンダード（内国株式）,2025-03-31,東京都,12013648896.0,1.3333979,25084943000.0,1054911000.0,0.05052,817590000.0,0.03683,,0.5675067409101249,8.130027,6448056000.0,5438517000.0,12123167000.0,511524000.0,4085074000.0,206103000.0,5819383100.0,0.48439763392266194
アイビーシー,3920,情報・通信業,スタンダード（内国株式）,2024-09-30,東京都,5451849728.0,2.543711,2184658000.0,382276000.0,0.24168,251575000.0,0.0,0.20202999,0.5982246556910282,,1337709000.0,1336217000.0,2724896000.0,852437000.0,1974717000.0,409370000.0,1673746000.0,0.3070051603594016
ネオジャパン,3921,情報・通信業,プライム（内国株式）,2025-01-31,神奈川県,25933139968.0,3.797731,7263470000.0,1951179000.0,0.30657,1414109000.0,0.21614,0.27166,0.6825060189747998,64.45993,2926477000.0,2514779000.0,6570121000.0,2720000.0,5396914000.0,1540928000.0,4722293600.0,0.18209494129237871
ＰＲ　ＴＩＭＥＳ,3922,情報・通信業,プライム（内国株式）,2025-02-28,東京都,39034478592.0,4.8102837,8003435000.0,1877329000.0,0.42576998,1118896000.0,0.19989,0.24315001,0.8376801391560269,23.588907,1337188000.0,1335681000.0,6595773000.0,2002000.0,5605260000.0,70799000.0,5308144300.0,0.13598604340235476
ラクス,3923,情報・通信業,プライム（内国株式）,2025-03-31,東京都,434140839936.0,20.058308,48904000000.0,10193000000.0,0.25964,8003000000.0,0.0,,0.6942882416124344,20.157375,9677000000.0,9462000000.0,19296000000.0,216000000.0,11368000000.0,3877000000.0,12332900000.0,0.02840760155579486
ランドコンピュータ,3924,情報・通信業,プライム（内国株式）,2025-03-31,東京都,17180223488.0,2.968307,13730729000.0,1433813000.0,0.0629,1023309000.0,0.04986,0.11999,0.7155355519769092,16.220339,2353600000.0,1758309000.0,7225025000.0,,3655710000.0,136850000.0,4967220000.0,0.28912429477238705
ダブルスタンダード,3925,情報・通信業,プライム（内国株式）,2025-03-31,東京都,22949906432.0,3.9692001,8000645000.0,2606352000.0,0.23224,1782293000.0,0.21436001,0.29898,0.8480916973821627,13.975308,1143271000.0,1095535000.0,6402871000.0,,5346541000.0,,5259600000.0,0.22917740495300334
オープンドア,3926,情報・通信業,プライム（内国株式）,2025-03-31,東京都,10978779136.0,2.6053934,2405078000.0,-102059000.0,-0.12708999,-120685000.0,-0.06157,-0.03234,0.9047216537095762,58.032787,457527000.0,414926000.0,2760741000.0,,2212825000.0,1625579000.0,3441119300.0,0.3134336939811811
フーバーブレイン,3927,情報・通信業,グロース（内国株式）,2025-03-31,東京都,3944162048.0,1.312971,4373104000.0,187401000.0,0.02763,109457000.0,-0.123009995,-0.10938,0.27440037999962885,,3874595000.0,1830860000.0,3326249000.0,363002000.0,1522935000.0,135802000.0,-453284600.0,-0.11492545044640114
マイネット,3928,情報・通信業,スタンダード（内国株式）,2024-12-31,東京都,2299042304.0,1.4816833,8846312000.0,428355000.0,0.051960003,245634000.0,0.015420001,0.088640004,0.28810631954039706,3.265306,3323032000.0,1827784000.0,3927392000.0,2390000000.0,2389452000.0,245759000.0,776391300.0,0.3377020503925447
ソーシャルワイヤー,3929,情報・通信業,グロース（内国株式）,2025-03-31,,3020856832.0,1.9204432,2905402000.0,136976000.0,0.02429,170042000.0,0.0675,0.2399,0.6119803864720121,19.253733,945865000.0,781930000.0,1941315000.0,194201000.0,1411601000.0,58606000.0,1036474200.0,0.3431060317127932
はてな,3930,情報・通信業,グロース（内国株式）,2024-07-31,京都府,2806929152.0,0.9967115,3309422000.0,68171000.0,0.03893,62372000.0,0.06062,0.0856,0.8797925049618827,,349705000.0,310228000.0,2278977000.0,,1504887000.0,193940000.0,2065030000.0,0.7356901040871017
バリューゴルフ,3931,情報・通信業,グロース（内国株式）,2025-01-31,東京都,2746349568.0,2.4741879,4127574000.0,90029000.0,0.02962,5519000.0,0.00409,0.01599,0.42486339262144546,12.827004,1522914000.0,1329577000.0,2193840000.0,943229000.0,885625000.0,67979000.0,718511300.0,0.26162412402702556
アカツキ,3932,情報・通信業,プライム（内国株式）,2025-03-31,東京都,38260953088.0,0.9470627,23652000000.0,3916000000.0,-0.73367995,1646000000.0,0.03435,0.01875,0.7584748865133988,12.751742,13178000000.0,7378000000.0,41252000000.0,6100000000.0,28377000000.0,11375000000.0,36036500000.0,0.9418610121163534
チエル,3933,情報・通信業,スタンダード（内国株式）,2025-03-31,東京都,4890617856.0,1.6210219,6896797000.0,677929000.0,0.02003,423814000.0,0.04917,0.13824001,0.29185714383959965,12.081032,6773624000.0,4202144000.0,6222115000.0,2670122000.0,3135963000.0,977249000.0,132565300.0,0.027106043429127005
ベネフィットジャパン,3934,情報・通信業,スタンダード（内国株式）,2025-03-31,大阪府,11184187392.0,1.4100534,12745109000.0,1220502000.0,0.09932999,830895000.0,0.06914,0.12367,0.6694411916209515,,3920920000.0,2549537000.0,11045268000.0,1981202000.0,4229774000.0,5524000.0,7128214800.0,0.6373475828113163
エディア,3935,情報・通信業,スタンダード（内国株式）,2025-02-28,東京都,5253209600.0,3.803921,3607053000.0,262858000.0,0.117419995,234016000.0,0.08926,0.29066,0.45744545634389117,52.411766,1626336000.0,1135087000.0,2700488000.0,923304000.0,1767927000.0,5000000.0,1077652000.0,0.20514163379279593
グローバルウェイ,3936,情報・通信業,グロース（内国株式）,2025-03-31,東京都,5286430208.0,7.7560844,3071643000.0,-261140000.0,-0.06627,-320046000.0,-0.05559,-0.073699996,0.4044471499673344,1.6477273,596616000.0,596615000.0,1601276000.0,241640000.0,559007000.0,119968000.0,1088637600.0,0.2059305726485437
Ｕｂｉｃｏｍホールディングス,3937,情報・通信業,プライム（内国株式）,2025-03-31,東京都,12159610880.0,2.190133,6340989000.0,1315570000.0,0.23641,858398000.0,0.15880999,0.18364,0.7117534978500474,9.690822,2268617000.0,1771613000.0,6604056000.0,407479000.0,4860452000.0,352449000.0,4582153300.0,0.3768338761182463
カナミックネットワーク,3939,情報・通信業,プライム（内国株式）,2024-09-30,東京都,22684588032.0,5.219879,5007468000.0,1439156000.0,0.29298002,919989000.0,0.18924999,0.25533,0.6209657935696238,17.194244,2340750000.0,1578757000.0,3859400000.0,932015000.0,3430050000.0,20384000.0,1532918800.0,0.06757534224723803
ノムラシステムコーポレーション,3940,情報・通信業,スタンダード（内国株式）,2024-12-31,,6090320896.0,1.8850949,3275015000.0,514507000.0,0.099180005,366050000.0,0.11687,0.12885,0.8782494562668206,2.4672897,450351000.0,431633000.0,3480335000.0,,2854150000.0,,3029984000.0,0.4975081037174958
レンゴー,3941,パルプ・紙,プライム（内国株式）,2025-03-31,大阪府,246822895616.0,0.52942455,993251000000.0,37410000000.0,0.03873,28979000000.0,0.02123,0.046079997,0.3732298514378385,6.329838,742872000000.0,411479000000.0,469481000000.0,448527000000.0,80563000000.0,156961000000.0,-163518300000.0,-0.6624924304202195
大石産業,3943,パルプ・紙,スタンダード（内国株式）,2025-03-31,福岡県,10094626816.0,0.5462634,23485000000.0,904000000.0,0.04422,944000000.0,0.03522,0.04553,0.699010939607373,,7970000000.0,6310000000.0,15506000000.0,641000000.0,7441000000.0,1528000000.0,8605600000.0,0.8524931289545157
古林紙工,3944,パルプ・紙,スタンダード（内国株式）,2024-12-31,大阪府,2635024384.0,0.27772182,18101971000.0,189161000.0,0.027379999,248316000.0,0.02003,0.036530003,0.45423282634251433,,10410398000.0,8025384000.0,9352430000.0,3637525000.0,2078312000.0,4658476000.0,2202965200.0,0.8360321875488193
スーパーバッグ,3945,パルプ・紙,スタンダード（内国株式）,2025-03-31,東京都,4259627008.0,0.9064403,27579000000.0,904000000.0,0.0225,976000000.0,0.0353,0.21877001,0.323013698630137,,9873000000.0,7356000000.0,10173000000.0,3133000000.0,2834000000.0,1483000000.0,1338100000.0,0.31413548592093066
トーモク,3946,パルプ・紙,プライム（内国株式）,2025-03-31,東京都,54010421248.0,0.5667941,219613000000.0,9360000000.0,0.05256,6508000000.0,0.03299,0.080249995,0.44835972440468996,5.9120407,113454000000.0,53497000000.0,89483000000.0,67663000000.0,21002000000.0,11012000000.0,-16262600000.0,-0.30110115093024203
ダイナパック,3947,パルプ・紙,スタンダード（内国株式）,2024-12-31,愛知県,24741558272.0,0.5500936,62530539000.0,1734848000.0,0.04947,2987110000.0,0.03822,0.05401,0.5992186065860675,,30490920000.0,23727903000.0,27504632000.0,3566266000.0,3921357000.0,21481996000.0,12051109200.0,0.4870796361132286
光ビジネスフォーム,3948,パルプ・紙,スタンダード（内国株式）,2024-12-31,東京都,6812513792.0,1.1777264,7915177000.0,178553000.0,0.0196,161246000.0,0.01466,0.01607,0.8411287780247736,,1763336000.0,1298949000.0,5260735000.0,186837000.0,3810363000.0,1325061000.0,4424941700.0,0.6495314116202232
ザ・パック,3950,パルプ・紙,プライム（内国株式）,2024-12-31,大阪府,67881295872.0,0.9047334,101461000000.0,8010000000.0,0.06413,6316000000.0,0.056199998,0.0776,0.7210819811795686,,28810000000.0,27766000000.0,60043000000.0,82000000.0,15167000000.0,8058000000.0,36873600000.0,0.5432070723801518
朝日印刷,3951,パルプ・紙,スタンダード（内国株式）,2025-03-31,富山県,18359810048.0,0.5466114,43945035000.0,2076099000.0,0.0444,1704990000.0,0.03494,0.04542,0.4864229464649583,,34890843000.0,14419218000.0,29578160000.0,21535819000.0,10271943000.0,4615632000.0,-2081740600.0,-0.1133857373555328
大村紙業,3953,パルプ・紙,スタンダード（内国株式）,2025-03-31,,2860014592.0,0.60185474,5939115000.0,276249000.0,0.04778,-109789000.0,-0.014889999,-0.01821,0.7096138153337362,,1997052000.0,1218418000.0,4539299000.0,227050000.0,2758312000.0,237097000.0,2708214900.0,0.9469234554171114
昭和パックス,3954,パルプ・紙,スタンダード（内国株式）,2025-03-31,東京都,12296407040.0,0.5200865,23316657000.0,1377754000.0,0.0748,1320253000.0,0.05197,0.05199,0.7024467595358483,,9105317000.0,7075041000.0,19260696000.0,1211650000.0,8943586000.0,5806011000.0,14219586700.0,1.1564017565248068
イムラ,3955,パルプ・紙,スタンダード（内国株式）,2025-01-31,大阪府,9868388352.0,0.56278247,20904000000.0,1309000000.0,0.11547,771000000.0,0.0498,0.059299998,0.7104620787118324,,6595000000.0,5801000000.0,8513000000.0,2190000000.0,2817000000.0,960000000.0,2590000000.0,0.2624542030183775
笹徳印刷,3958,パルプ・紙,スタンダード（内国株式）,2024-06-30,愛知県,3150793984.0,0.34608978,12953184000.0,378640000.0,0.0007,396673000.0,0.01959,0.02644,0.6140409685625179,,5949291000.0,4447460000.0,6191462000.0,983234000.0,1742918000.0,3863421000.0,2946565700.0,0.9351819620587418
シルバーエッグ・テクノロジー,3961,情報・通信業,グロース（内国株式）,2024-12-31,大阪府,1806952192.0,1.4558693,1229202000.0,65781000.0,0.12384,30304000.0,0.0072500003,0.0073400005,0.9334306041635859,,101287000.0,101286000.0,1401869000.0,,1179431000.0,,1300582000.0,0.7197655841466779
チェンジホールディングス,3962,情報・通信業,プライム（内国株式）,2025-03-31,東京都,75771469824.0,1.846373,46387000000.0,12553000000.0,0.07045,7532000000.0,0.13737,0.15332,0.3936826033018418,8.120805,55117000000.0,23411000000.0,49820000000.0,34468000000.0,30185000000.0,7460000000.0,-75000000.0,-0.0009898184656336752
シンクロ・フード,3963,情報・通信業,プライム（内国株式）,2025-03-31,東京都,18208161792.0,3.9705813,3951497000.0,1097202000.0,0.19471,659265000.0,0.14973,0.1312,0.8687640859239526,33.505154,804565000.0,772575000.0,5683214000.0,,4997759000.0,14952000.0,4889115400.0,0.2685122999153104
オークネット,3964,情報・通信業,プライム（内国株式）,2024-12-31,東京都,85022097408.0,3.3605642,55910315000.0,7005060000.0,0.16631001,4485496000.0,0.091129996,0.22976999,0.5880695689017341,10.605204,17874414000.0,14510828000.0,33537302000.0,,16980692000.0,2491497000.0,17406935900.0,0.20473425651296773
キャピタル・アセット・プランニング,3965,情報・通信業,スタンダード（内国株式）,2024-09-30,大阪府,4504915968.0,1.2776283,8178887000.0,297347000.0,-0.03086,156755000.0,0.02841,0.07717,0.5823058298950723,5.0353246,2364385000.0,1713826000.0,3816001000.0,1439051000.0,1410151000.0,653219000.0,1908869300.0,0.42373027900173255
エルテス,3967,情報・通信業,グロース（内国株式）,2025-02-28,東京都,3969650944.0,1.9838327,7317064000.0,93326000.0,0.0211,-860379000.0,-0.09363,-0.32748002,0.2496687045708815,,5515064000.0,3079285000.0,4067543000.0,4213233000.0,2517438000.0,417970000.0,-1154942000.0,-0.29094296105446193
セグエグループ,3968,情報・通信業,プライム（内国株式）,2024-12-31,,20151011328.0,4.85333,18717665000.0,720214000.0,0.088070005,507691000.0,0.02339,0.12909001,0.22318795931375893,9.216255,10440082000.0,8312907000.0,10795910000.0,2310874000.0,3909297000.0,323047000.0,581960900.0,0.028879984757457827
エイトレッド,3969,情報・通信業,スタンダード（内国株式）,2025-03-31,東京都,10519536640.0,1.965901,2766310000.0,1058199000.0,0.3662,728342000.0,0.24911,0.13616,0.8196248124876149,,1130517000.0,1044109000.0,5435933000.0,,4991470000.0,,4305416000.0,0.4092781029564435
イノベーション,3970,情報・通信業,グロース（内国株式）,2025-03-31,東京都,2561651200.0,0.82633907,5343785000.0,351871000.0,-0.11691,67478000.0,-0.01871,-0.028870001,0.4069606249858803,42.270744,4254477000.0,3748294000.0,4975920000.0,2600707000.0,3576474000.0,104358000.0,794493600.0,0.31014901638443204
