会社名,銘柄コード,業種,優先市場,決算月,都道府県,時価総額,PBR,売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,PER(会予),負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
ベルグアース,1383,水産・農林業,スタンダード（内国株式）,2024-10-31,愛媛県,4714796032,2.3679807,7094887000.0,22459000.0,0.00691,39936000.0,0.00151,0.0098,0.3640227838875453,,3557188000.0,1972654000.0,2821698000.0,2167386000.0,924359000.0,157408000.0,-625304400.0,-0.13262597061590128
ホクリヨウ,1384,水産・農林業,スタンダード（内国株式）,2025-03-31,北海道,24683122688,2.493003,19397000000.0,1932000000.0,0.14823,2181000000.0,0.07208,0.11241999,0.7364696086594504,,5064000000.0,3555000000.0,6795000000.0,1519000000.0,4194000000.0,530000000.0,2102000000.0,0.08515940331252791
光フードサービス,138A,小売業,グロース（内国株式）,2024-11-30,愛知県,2784544000,2.100996,2566847000.0,217082000.0,0.06113,100327000.0,0.04607,,0.5178734835211373,,1161221000.0,519436000.0,1502113000.0,749016000.0,1321909000.0,,340892000.0,0.12242291736097544
エムビーエス,1401,建設業,グロース（内国株式）,2025-05-31,山口県,9725188096,2.749853,4713000000.0,626045000.0,0.11212,472287000.0,0.10578,0.15125,0.7577554803440234,,1181763000.0,1169950000.0,3290133000.0,10775000.0,1827413000.0,712307000.0,2606984900.0,0.26806524195375314
ウエストホールディングス,1407,建設業,スタンダード（内国株式）,2024-08-31,広島県,60242878464,1.6630993,50390000000.0,10598000000.0,0.26239002,6757000000.0,0.11338,0.15732001,0.2639300380469749,5.742694,92501000000.0,34507000000.0,76518000000.0,75335000000.0,27676000000.0,1742000000.0,-14763600000.0,-0.24506797112661952
ショーボンドホールディングス,1414,建設業,プライム（内国株式）,2025-06-30,東京都,254015700992,2.416872,90712000000.0,20794000000.0,0.19748,15061000000.0,0.16603,0.14265001,0.8137586620727033,15.989969,22763000000.0,20538000000.0,100241000000.0,,32523000000.0,10286000000.0,84678200000.0,0.33335813364807265
ミライト・ワン,1417,建設業,プライム（内国株式）,2025-03-31,東京都,268810600448,1.0649287,578599000000.0,27985000000.0,0.00847,17179000000.0,0.02596,0.06068,0.4862953960936439,13.950816,267864000000.0,160983000000.0,321194000000.0,127491000000.0,53475000000.0,19397000000.0,66907900000.0,0.2489035026464404
インターライフホールディングス,1418,建設業,スタンダード（内国株式）,2025-02-28,東京都,8554978304,1.8585109,16940669000.0,875644000.0,0.09693,705077000.0,0.05515,0.22903,0.4465537708712912,,5223472000.0,4049042000.0,6957357000.0,1749188000.0,1513427000.0,536023000.0,2109101100.0,0.24653494433923465
タマホーム,1419,建設業,プライム（内国株式）,2025-05-31,東京都,105951903744,4.122323,200817000000.0,4113000000.0,-0.15243,1478000000.0,0.0,0.04245,0.3710212129748001,,58028000000.0,44837000000.0,67570000000.0,19049000000.0,31001000000.0,315000000.0,9762500000.0,0.09214086443966181
トライアルホールディングス,141A,小売業,グロース（内国株式）,2025-06-30,福岡県,255256231936,2.0236928,803829000000.0,21106000000.0,0.037,11752000000.0,0.014570001,0.09861,0.4200137869942687,14.8182335,171257000000.0,151064000000.0,143172000000.0,38558000000.0,72325000000.0,5741000000.0,-24066300000.0,-0.09428290865797198
サンヨーホームズ,1420,建設業,スタンダード（内国株式）,2025-03-31,大阪府,7799315968,0.51857173,45518339000.0,956035000.0,0.00754,673078000.0,0.02262,0.07575,0.3030685213634473,,35232145000.0,23316348000.0,45291402000.0,18407000000.0,10432054000.0,30140000.0,10080355000.0,1.2924665498049994
日本アクア,1429,建設業,プライム（内国株式）,2024-12-31,東京都,30110040064,2.9496498,30265345000.0,2575689000.0,0.06561,1839630000.0,0.060599998,0.21040002,0.43810163917250866,11.498173,13525928000.0,13415988000.0,18819894000.0,4526173000.0,2263300000.0,3380000.0,5296332000.0,0.17589920135418124
ジンジブ,142A,サービス業,グロース（内国株式）,2025-03-31,大阪府,2240807168,,2400260000.0,62546000.0,0.0,-184425000.0,0.0,,0.18647821303869516,,1700830000.0,1339666000.0,1843605000.0,514605000.0,1593893000.0,50000.0,142810000.0,0.06373149909524031
ファーストコーポレーション,1430,建設業,スタンダード（内国株式）,2025-05-31,東京都,10943508480,1.1507363,43194307000.0,2579580000.0,0.058080003,1669537000.0,0.03697,0.17668,0.39216533382295893,5.689441,15128862000.0,11596123000.0,24208066000.0,4714443000.0,5400034000.0,32033000.0,9101627100.0,0.8316918762053173
Ｌｉｂ　Ｗｏｒｋ,1431,建設業,グロース（内国株式）,2025-06-30,熊本県,17041798144,3.615147,16004726000.0,833260000.0,0.08713,494687000.0,0.030869998,0.10642,0.40912648858982825,,6808925000.0,4866377000.0,9304283000.0,3813001000.0,3897392000.0,10030000.0,2502379000.0,0.1468377326650255
ベステラ,1433,建設業,プライム（内国株式）,2025-01-31,東京都,9774065664,1.8702765,10897473000.0,373634000.0,0.03581,409806000.0,0.04907,0.10578,0.4393745681328702,12.896635,6192955000.0,5293229000.0,7130366000.0,3752104000.0,1599484000.0,3403448000.0,3319824600.0,0.33965646580702163
ＪＥＳＣＯホールディングス,1434,建設業,スタンダード（内国株式）,2024-08-31,,8970421248,1.1999655,14804607000.0,1143652000.0,0.14029,1012359000.0,0.05643,0.15043001,0.374038726015868,27.163866,10987918000.0,6346864000.0,12998934000.0,5553036000.0,2692517000.0,239694000.0,2178801800.0,0.24288734494890915
ｒｏｂｏｔ　ｈｏｍｅ,1435,不動産業,スタンダード（内国株式）,2024-12-31,,16628572160,1.7691836,13157735000.0,1043975000.0,0.02026,912829000.0,0.04168,0.06052,0.7034606737293668,3.1814272,3922976000.0,3020042000.0,9823637000.0,1321375000.0,6501814000.0,1038034000.0,6627284800.0,0.39854803745218254
グリーンエナジー＆カンパニー,1436,建設業,グロース（内国株式）,2025-04-30,東京都,8866456576,1.6946594,11616630000.0,543538000.0,0.00178,275507000.0,0.0225,0.05485,0.39043408823797116,,8254681000.0,4266622000.0,11249763000.0,5757725000.0,979374000.0,234450000.0,3159197000.0,0.3563088560712531
岐阜造園,1438,建設業,スタンダード（内国株式）,2024-09-30,岐阜県,6160204800,1.5124487,5198677000.0,447218000.0,0.10399,340464000.0,0.063,0.095410004,0.7216716020060705,,1473507000.0,1219698000.0,3437601000.0,226672000.0,2447632000.0,286912000.0,2164932400.0,0.3514383807499387
イシン,143A,サービス業,グロース（内国株式）,2025-03-31,東京都,1747160832,1.4487226,1393451000.0,245115000.0,0.00317,177571000.0,0.11354,,0.5458102101709206,,519220000.0,517700000.0,1734316000.0,,1399156000.0,392647000.0,1489948900.0,0.8527829108293563
技研ホールディングス,1443,建設業,スタンダード（内国株式）,2025-03-31,東京都,3847566592,0.3434713,4906440000.0,623987000.0,0.15324001,491949000.0,0.11143,0.04778,0.6752903923732716,,5248911000.0,2260660000.0,4082888000.0,3305471000.0,1648906000.0,5911023000.0,2971693100.0,0.7723565087031508
ニッソウ,1444,建設業,グロース（内国株式）,2024-07-31,東京都,3100343552,1.8205192,4678961000.0,56392000.0,0.00978,25154000.0,0.038259998,0.12609,0.5424336375922353,,1266260000.0,1114130000.0,2124963000.0,774358000.0,1382734000.0,33090000.0,881866000.0,0.284441380514465
キャンディル,1446,建設業,スタンダード（内国株式）,2024-09-30,東京都,5010579456,1.7437943,13224257000.0,359205000.0,-0.01191,137956000.0,0.00741,0.03607,0.4563902644507627,,3334644000.0,2959043000.0,3675954000.0,1499628000.0,1616316000.0,106500000.0,415860000.0,0.08299638867157803
ＳＡＡＦホールディングス,1447,建設業,グロース（内国株式）,2025-03-31,東京都,5987996672,2.3001888,28855658000.0,334000000.0,0.01122,-129176000.0,-0.00145,-0.01492,0.1558328199412921,,14154678000.0,9510505000.0,10803735000.0,9484938000.0,3112252000.0,289202000.0,-3148501600.0,-0.5258021626368733
ＴＡＮＡＫＥＮ,1450,建設業,スタンダード（内国株式）,2025-03-31,東京都,12621889536,1.5636636,12286088000.0,2328357000.0,0.1462,1576283000.0,0.12141,0.21169001,0.7223834386152076,5.6459146,3160179000.0,3044877000.0,9949416000.0,,4116146000.0,241968000.0,6958614600.0,0.5513132229649708
Ｌ　ｉｓ　Ｂ,145A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,5299043328,3.0032735,1594038000.0,77143000.0,0.090050004,42941000.0,0.016280001,,0.6309998209297989,,999414000.0,545541000.0,2240284000.0,758408000.0,1935112000.0,195309000.0,1377586300.0,0.259968868856171
コロンビア・ワークス,146A,不動産業,スタンダード（内国株式）,2024-12-31,東京都,22778943488,1.836715,20981000000.0,3893000000.0,0.09823,2238000000.0,0.099980004,,0.23184378952209406,,40085000000.0,9117000000.0,40764000000.0,37648000000.0,4293000000.0,7000000.0,683900000.0,0.03002334152856036
ソラコム,147A,情報・通信業,グロース（内国株式）,2025-03-31,東京都,39766937600,3.8150377,8993031000.0,656540000.0,0.05726,352716000.0,0.0,,0.7696783841113143,29.496645,3048330000.0,2319939000.0,12308184000.0,950167000.0,8917773000.0,161600000.0,9372974000.0,0.23569765653767616
ハッチ・ワーク,148A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,4504614400,5.0070405,2367523000.0,183253000.0,0.14029999,130952000.0,0.081829995,,0.3197329682066608,,1653438000.0,1420487000.0,2102846000.0,527294000.0,1474198000.0,29500000.0,470058000.0,0.10435033018586452
中外鉱業,1491,非鉄金属,スタンダード（内国株式）,2025-03-31,東京都,12061521920,1.4977669,162345165000.0,1417792000.0,0.0034400001,1218720000.0,0.00557,0.13051,0.49511375343211783,,8343687000.0,6940037000.0,13126548000.0,2766278000.0,4141237000.0,110071000.0,4859910700.0,0.40292682235576455
シンカ,149A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,2619154944,2.5667608,1232218000.0,78065000.0,0.06862,16073000.0,0.03206,,0.795806359218719,,250945000.0,250944000.0,1105847000.0,90000000.0,972053000.0,,854902000.0,0.32640375169801333
ＪＳＨ,150A,サービス業,グロース（内国株式）,2025-03-31,東京都,2356925696,1.1533133,3967006000.0,176279000.0,0.00183,144153000.0,0.01844,,0.6834676567641275,9.370787,944090000.0,657317000.0,1449568000.0,469964000.0,810824000.0,1851000.0,506773700.0,0.2150147121141998
住石ホールディングス,1514,鉱業,スタンダード（内国株式）,2025-03-31,東京都,32822198272,1.1910651,10264000000.0,48000000.0,0.02572,4195000000.0,0.34453,0.1167,0.9647812166488794,,1023000000.0,396000000.0,21227000000.0,63000000.0,15351000000.0,2806000000.0,22168200000.0,0.6754026593919906
日鉄鉱業,1515,鉱業,プライム（内国株式）,2025-03-31,,133592367104,0.9419565,196766000000.0,10257000000.0,0.07849,9019000000.0,0.041350003,0.05743,0.5890898038546251,,88209000000.0,55606000000.0,101970000000.0,24367000000.0,38063000000.0,39161000000.0,41173700000.0,0.30820398569588026
三井松島ホールディングス,1518,その他製品,プライム（内国株式）,2025-03-31,福岡県,50521604096,1.0798776,60574000000.0,7619000000.0,0.17061001,8645000000.0,0.16244,0.15714,0.5554422028955937,6.2747946,52148000000.0,43841000000.0,71175000000.0,33206000000.0,8973000000.0,10945000000.0,26688500000.0,0.5282591571971293
ダイブ,151A,サービス業,グロース（内国株式）,2025-06-30,東京都,5887657472,2.6196167,13781848000.0,755967000.0,0.01258,454620000.0,0.03299,0.21812999,0.5118512364823101,,2167072000.0,1897467000.0,3371461000.0,406980000.0,2065504000.0,,1204389000.0,0.20456166238062023
カウリス,153A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,12706996224,8.526341,1225271000.0,412666000.0,0.36827,276298000.0,0.24063,,0.6499495814594154,,708522000.0,608520000.0,1827983000.0,250000000.0,1733104000.0,,1119461000.0,0.08809800367183929
情報戦略テクノロジー,155A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,10766230528,6.0721555,5847966000.0,413119000.0,0.0558,273173000.0,0.00648,,0.6224297830439212,,1062910000.0,1015768000.0,2587097000.0,323768000.0,1836750000.0,,1524187000.0,0.14157109083220998
マテリアルグループ,156A,サービス業,グロース（内国株式）,2024-08-31,東京都,6324776960,2.9319148,5281603000.0,810511000.0,0.10885999,709632000.0,0.07443,0.22091,0.6212696267425842,,1234672000.0,1011302000.0,1957071000.0,274176000.0,1122606000.0,,722399000.0,0.11421730830489238
グリーンモンスター,157A,サービス業,グロース（内国株式）,2025-06-30,東京都,1712062976,1.1939684,2006859000.0,123675000.0,0.08681,32652000.0,0.01595,0.022049999,0.785581548809497,,390572000.0,311835000.0,1463780000.0,50794000.0,1185144000.0,,1073208000.0,0.6268507730407226
ＩＮＰＥＸ,1605,鉱業,プライム（内国株式）,2024-12-31,東京都,3434092691456,0.75595945,2265837000000.0,1166960000000.0,0.51405,427344000000.0,0.20636,0.09244,0.653284717518805,10.788003,2243031000000.0,533663000000.0,870206000000.0,1063911000000.0,241675000000.0,123557000000.0,-1286335100000.0,-0.3745778625021955
アズパートナーズ,160A,サービス業,スタンダード（内国株式）,2025-03-31,東京都,9514545152,2.2935328,17917807000.0,1305131000.0,-0.00161,956657000.0,0.053390004,0.29242,0.19446210817903756,8.882236,17244666000.0,8934178000.0,16352654000.0,9309737000.0,6855982000.0,,-892012000.0,-0.09375245855157828
ＳＢＩレオスひふみ,165A,証券、商品先物取引業,グロース（内国株式）,2025-03-31,東京都,19890999296,2.859025,11424107000.0,2070096000.0,0.17979999,1485925000.0,0.120120004,,0.6160808536245963,11.270718,3731607000.0,3374356000.0,9442114000.0,,2502655000.0,,5710507000.0,0.28709000060888645
石油資源開発,1662,鉱業,プライム（内国株式）,2025-03-31,東京都,332686131200,0.63533115,389082000000.0,62013000000.0,0.20161,81153000000.0,0.22322,0.15718001,0.7742716381210039,8.621833,124344000000.0,49152000000.0,230838000000.0,0.0,118358000000.0,180280000000.0,232690000000.0,0.6994280139081434
Ｋ＆Ｏエナジーグループ,1663,鉱業,プライム（内国株式）,2024-12-31,千葉県,93409861632,0.920993,92421000000.0,8821000000.0,0.14412,6167000000.0,0.08645,0.08683,0.8074376083116361,23.317787,20042000000.0,13728000000.0,49178000000.0,913000000.0,28498000000.0,15837000000.0,40221900000.0,0.4305958631911829
タスキホールディングス,166A,不動産業,グロース（内国株式）,2024-09-30,東京都,35307507712,1.4497142,47455431000.0,4065285000.0,0.04774,2217276000.0,0.036960002,,0.35850980308861924,,37486444000.0,16139526000.0,53172378000.0,33220846000.0,14430576000.0,844757000.0,16277263900.0,0.4610142418652741
リョーサン菱洋ホールディングス,167A,卸売業,プライム（内国株式）,2025-03-31,東京都,117313118208,0.90477794,359811000000.0,8542000000.0,0.01821,9387000000.0,0.02182,,0.5702683707733556,,99054000000.0,87242000000.0,190415000000.0,38396000000.0,30037000000.0,7986000000.0,96951200000.0,0.8264310205112982
イタミアート,168A,その他製品,グロース（内国株式）,2025-01-31,岡山県,1849260032,1.2299378,3605561000.0,271569000.0,0.056020003,165042000.0,0.04577,0.20306998,0.33039779063422703,,2440840000.0,768663000.0,1165488000.0,2049719000.0,625764000.0,,-1275352000.0,-0.6896553096541482
ＳＤＳホールディングス,1711,建設業,スタンダード（内国株式）,2025-03-31,東京都,2721888256,4.605582,4035492000.0,-14691000.0,0.019960001,-151714000.0,-0.03325,-0.16610001,0.1291914759763701,,3966883000.0,2289630000.0,2596916000.0,3515521000.0,499637000.0,21930000.0,-1354616000.0,-0.4976750963284218
ダイセキ環境ソリューション,1712,建設業,スタンダード（内国株式）,2025-02-28,愛知県,31015852032,1.7065115,19944000000.0,2257000000.0,0.10113,1234000000.0,0.06348,0.086219996,0.6028383452171816,19.967531,10066000000.0,5318000000.0,7476000000.0,6736000000.0,1413000000.0,728000000.0,-2080400000.0,-0.0670753780310013
第一カッター興業,1716,建設業,スタンダード（内国株式）,2025-06-30,神奈川県,14780809216,0.7686728,20228578000.0,1647409000.0,0.05327,1327762000.0,0.0656,0.071040004,0.8643659488136177,5.5002093,2889484000.0,2204477000.0,14403164000.0,331475000.0,9929000000.0,1314110000.0,12433557000.0,0.8411959601332831
明豊ファシリティワークス,1717,サービス業,スタンダード（内国株式）,2025-03-31,東京都,12837739520,2.4058757,5716853000.0,1226695000.0,0.25765,910529000.0,0.16099001,0.18575001,0.6972469510254472,13.4474325,2430460000.0,1605283000.0,6324955000.0,,829338000.0,612580000.0,4323301000.0,0.33676497277925765
美樹工業,1718,建設業,スタンダード（内国株式）,2024-12-31,兵庫県,8710898688,0.5183056,27292198000.0,1134579000.0,0.08741,658231000.0,0.03909,0.07954,0.48324168050904925,,14683711000.0,9076830000.0,15506712000.0,7254692000.0,2572905000.0,770584000.0,1362409800.0,0.15640289811622246
安藤・間,1719,建設業,プライム（内国株式）,2025-03-31,東京都,269281968128,1.5815455,425160000000.0,35244000000.0,0.05672,26444000000.0,0.06284,0.16818,0.4602633517396377,17.848234,199792000000.0,186473000000.0,287813000000.0,27898000000.0,57294000000.0,28048000000.0,107654600000.0,0.39978391701603894
東急建設,1720,建設業,プライム（内国株式）,2025-03-31,東京都,115908263936,1.1540767,293138000000.0,8840000000.0,0.03016,6631000000.0,0.02631,0.083809994,0.37049742084829485,18.324959,171650000000.0,147299000000.0,216723000000.0,27205000000.0,39666000000.0,27902000000.0,64604400000.0,0.5573752708061611
コムシスホールディングス,1721,建設業,プライム（内国株式）,2025-03-31,東京都,474501513216,1.281441,614631000000.0,45998000000.0,0.058819998,30076000000.0,0.05065,0.08596,0.694975265410483,16.115,158748000000.0,137932000000.0,327747000000.0,3009000000.0,38788000000.0,31261000000.0,190881700000.0,0.40227837990710025
日本電技,1723,建設業,スタンダード（内国株式）,2025-03-31,東京都,95550693376,2.2637556,43061000000.0,9123000000.0,0.28134,6414000000.0,0.16549999,0.19944,0.7467760844079718,,13392000000.0,12308000000.0,32681000000.0,543000000.0,7947000000.0,15262000000.0,29972400000.0,0.3136806122594641
シンクレイヤ,1724,建設業,スタンダード（内国株式）,2024-12-31,愛知県,3284291584,0.5392924,11711000000.0,653000000.0,-0.022,547000000.0,0.04201,0.08198,0.5412262156448203,,5208000000.0,4433000000.0,7544000000.0,2616000000.0,948000000.0,529000000.0,2706300000.0,0.8240133163523644
ビーアールホールディングス,1726,建設業,プライム（内国株式）,2025-03-31,広島県,14958810112,1.0073357,40770000000.0,1953000000.0,0.02664,1268000000.0,0.03194,0.087740004,0.35926358715093126,8.763158,26868000000.0,22993000000.0,34627000000.0,19036000000.0,1709000000.0,476000000.0,8092200000.0,0.5409654871886109
オーテック,1736,建設業,スタンダード（内国株式）,2025-03-31,東京都,30585909248,1.3619157,31424058000.0,4024530000.0,0.08049,2874139000.0,0.099659994,0.15245,0.6454460518491489,,11768793000.0,10047304000.0,21555712000.0,2050443000.0,8733738000.0,6297294000.0,14195024800.0,0.4641034106556177
ハンモック,173A,情報・通信業,グロース（内国株式）,2025-03-31,東京都,6628707840,2.502342,4707880000.0,791514000.0,0.087069996,618078000.0,0.12252,,0.44427843207619705,,3409957000.0,2259606000.0,3885001000.0,2635000.0,3165984000.0,673898000.0,946772600.0,0.14282913395078822
コーアツ工業,1743,建設業,スタンダード（内国株式）,2024-09-30,鹿児島県,4157486080,0.4464056,12061116000.0,530694000.0,-0.09393,593036000.0,0.03973,0.058130004,0.5977368251536558,,6026194000.0,5785257000.0,7987859000.0,246942000.0,878118000.0,1047754000.0,2695092800.0,0.6482505889713045
太洋基礎工業,1758,建設業,スタンダード（内国株式）,2025-01-31,愛知県,4316481536,0.47558102,13482097000.0,170141000.0,0.036340002,229764000.0,0.02726,0.043959998,0.7668376082311433,,2688513000.0,2244380000.0,7604047000.0,139239000.0,3272716000.0,1665743000.0,6081554100.0,1.4089146563651604
Ｗｉｌｌ　Ｓｍａｒｔ,175A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,1485608960,,1085861000.0,36125000.0,0.0,27104000.0,0.0,,0.624429691222611,,246705000.0,236680000.0,481911000.0,156882000.0,108053000.0,,235206000.0,0.1583229546488465
高松コンストラクショングループ,1762,建設業,プライム（内国株式）,2025-03-31,大阪府,118905331712,0.8701823,346685000000.0,11461000000.0,0.02527,6452000000.0,0.02039,0.05277,0.5105348039670035,12.516034,131970000000.0,111695000000.0,203327000000.0,30000000000.0,35723000000.0,7518000000.0,76619600000.0,0.6443748055434549
工藤建設,1764,建設業,スタンダード（内国株式）,2024-06-30,神奈川県,3289185792,0.6114865,20521368000.0,471904000.0,0.031089999,206760000.0,0.021470001,,0.3127939481953747,,10671251000.0,6583260000.0,7360307000.0,6223076000.0,4417757000.0,289480000.0,-3108308000.0,-0.9450083384040107
東建コーポレーション,1766,建設業,プライム（内国株式）,2025-04-30,愛知県,190900584448,1.4295974,366639000000.0,22261000000.0,0.06145,15778000000.0,0.0444,0.12908,0.5849262889055072,17.044773,94912000000.0,66559000000.0,150464000000.0,,136576000000.0,,55552000000.0,0.29099963292743075
ソネック,1768,建設業,スタンダード（内国株式）,2025-03-31,兵庫県,7743690240,0.8542407,15196595000.0,658750000.0,0.056999996,500854000.0,0.040009998,0.077080004,0.7024182735713557,,3837927000.0,3616080000.0,10295010000.0,,1311396000.0,762206000.0,6990627200.0,0.9027513993121709
レジル,176A,電気・ガス業,グロース（内国株式）,2025-06-30,東京都,52884451328,5.117586,46647755000.0,3217149000.0,0.04147,2234774000.0,0.04789,0.24127,0.3765137187682892,,16873658000.0,8003770000.0,13306854000.0,11089659000.0,4293309000.0,138700000.0,-3469714000.0,-0.06560934098531412
藤田エンジニアリング,1770,建設業,スタンダード（内国株式）,2025-03-31,,14317095936,0.7569175,32646679000.0,2951713000.0,0.046329997,1787461000.0,0.04467,0.07305,0.6266728835141583,,11309581000.0,9585076000.0,20575867000.0,566149000.0,6093482000.0,5750729000.0,13291796300.0,0.9283863403176682
三井住建道路,1776,建設業,スタンダード（内国株式）,2025-03-31,東京都,13418344448,1.0337286,30157000000.0,225000000.0,-0.04587,167000000.0,0.00567,0.01327,0.5521889635512116,,10996000000.0,9117000000.0,17414000000.0,34000000.0,7027000000.0,,6418000000.0,0.4783004360091979
コージンバイオ,177A,化学,グロース（内国株式）,2025-03-31,埼玉県,7764520448,1.3610026,5206287000.0,991135000.0,0.10747,794759000.0,0.13773,,0.6377020482100992,,3284828000.0,2487303000.0,5066964000.0,2386536000.0,3149267000.0,581277000.0,2189029900.0,0.28192725032540217
ヤマウラ,1780,建設業,プライム（内国株式）,2025-03-31,長野県,27236280320,1.1546992,35613772000.0,3891551000.0,0.098050006,3002357000.0,0.08144,0.13502,0.7546130609982733,,7566640000.0,7465753000.0,24481777000.0,,12240900000.0,2209153000.0,18461544100.0,0.6778291265582039
ｆａｎｔａｓｉｓｔａ,1783,不動産業,スタンダード（内国株式）,2024-09-30,東京都,10032512000,1.5695246,8806039000.0,701995000.0,0.00602,290559000.0,0.0053100004,0.00912,0.4654358377229955,,7598844000.0,6780919000.0,12415243000.0,5149445000.0,2965997000.0,,4816399000.0,0.4800790669375726
オリエンタル白石,1786,建設業,プライム（内国株式）,2025-03-31,東京都,56176111616,1.1061358,64553000000.0,5435000000.0,0.10982,3715000000.0,0.056649998,0.07323,0.6608915358238585,12.593659,26306000000.0,18739000000.0,55812000000.0,3216000000.0,20206000000.0,3955000000.0,32274500000.0,0.5745235665404728
ナカボーテック,1787,建設業,スタンダード（内国株式）,2025-03-31,東京都,12990643200,1.6217407,14725604000.0,1457467000.0,0.06939,1047212000.0,0.0642,0.118389994,0.7187941006507291,,3415589000.0,2510062000.0,10365854000.0,,1278922000.0,394880000.0,7226681000.0,0.5562989367608834
