会社名,銘柄コード,業種,優先市場,決算月,都道府県,時価総額,PBR,売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,PER(会予),負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
フリークアウト・ホールディングス,6094,サービス業,グロース（内国株式）,2024-09-30,東京都,8514490880.0,0.81870115,51711413000.0,1658000.0,-0.01082,-3190273000.0,-0.013940001,-0.05171,0.3169763805122616,10.986547,24665392000.0,16997755000.0,31252343000.0,15102621000.0,19821084000.0,3607180000.0,9111977000.0,1.0701728533650152
レアジョブ,6096,サービス業,スタンダード（内国株式）,2025-03-31,東京都,3563738880.0,1.9221898,9715742000.0,442193000.0,0.0047,268908000.0,0.020480001,0.10877,0.3278891819684764,29.52756,3959707000.0,2440109000.0,3444468000.0,2100389000.0,2552993000.0,2524000.0,-513472200.0,-0.14408244186510097
リクルートホールディングス,6098,サービス業,プライム（内国株式）,2025-03-31,東京都,12054607953920.0,8.200055,3557478000000.0,490543000000.0,0.17468001,408504000000.0,0.122279994,0.27734,0.5834902454755195,28.044146,1144893000000.0,802185000000.0,1470378000000.0,208940000000.0,808625000000.0,163102000000.0,439656400000.0,0.03647206127985519
エラン,6099,サービス業,プライム（内国株式）,2024-12-31,長野県,47414743040.0,3.7916892,47513703000.0,3577738000.0,0.06625,2354670000.0,0.046529997,0.19754,0.578629505450971,13.356048,9104117000.0,8918601000.0,16872798000.0,76617000.0,6849398000.0,2558748000.0,9559804600.0,0.2016209302649845
ツガミ,6101,機械,プライム（内国株式）,2025-03-31,東京都,123666104320.0,1.9385006,107411000000.0,23310000000.0,0.27304,10901000000.0,0.10935,0.22714001,0.4940615524798517,23.463936,43192000000.0,38317000000.0,102799000000.0,11524000000.0,27729000000.0,4859000000.0,63008300000.0,0.5095033950205055
オークマ,6103,機械,プライム（内国株式）,2025-03-31,愛知県,205100646400.0,0.87948334,206822000000.0,14651000000.0,0.07362,9590000000.0,0.048720002,0.04478,0.7629893214563602,12.254636,60104000000.0,42737000000.0,184600000000.0,10000000000.0,53079000000.0,34033000000.0,148319100000.0,0.7231527672064909
芝浦機械,6104,機械,プライム（内国株式）,2025-03-31,東京都,101967986688.0,0.880393,168191000000.0,14100000000.0,0.0298,12597000000.0,0.06725,0.09215,0.5870034618024418,8.605045,82437000000.0,71472000000.0,151150000000.0,10135000000.0,36388000000.0,11754000000.0,76940800000.0,0.7545583913059127
アマダ,6113,機械,プライム（内国株式）,2025-03-31,神奈川県,567345610752.0,1.1171457,396670000000.0,49076000000.0,0.05224,32386000000.0,0.073189996,0.054279998,0.7989216653254161,13.969269,126142000000.0,106809000000.0,414511000000.0,10954000000.0,104841000000.0,18033000000.0,300992100000.0,0.5305268857214631
アイダエンジニアリング,6118,機械,プライム（内国株式）,2025-03-31,神奈川県,49254731776.0,0.623597,76006000000.0,5530000000.0,0.06846,5101000000.0,0.06866,0.06587,0.6807312269049828,11.779221,39226000000.0,33201000000.0,88927000000.0,3120000000.0,35856000000.0,10496000000.0,57048200000.0,1.1582278076234995
岡本工作機械製作所,6125,機械,スタンダード（内国株式）,2025-03-31,群馬県,29022420992.0,0.72499025,43734000000.0,3016000000.0,0.01751,2024000000.0,0.05427,0.06102,0.607179210825699,5.515768,26242000000.0,19874000000.0,47214000000.0,11819000000.0,9899000000.0,404000000.0,21254800000.0,0.732357924442584
ＦＵＪＩ,6134,機械,プライム（内国株式）,2025-03-31,愛知県,255490703360.0,1.1782167,127387000000.0,13781000000.0,0.12524,10906000000.0,0.10119,0.062800005,0.8946739312863043,15.548764,25610000000.0,22256000000.0,155427000000.0,,57580000000.0,20962000000.0,144490400000.0,0.5655407343585623
牧野フライス製作所,6135,機械,プライム（内国株式）,2025-03-31,東京都,264990949376.0,1.1359739,234216000000.0,18517000000.0,0.098400004,14415000000.0,0.06273,0.068330005,0.6165155011620082,20.635643,140389000000.0,97610000000.0,228604000000.0,57200000000.0,64055000000.0,25226000000.0,105873200000.0,0.39953515487721347
オーエスジー,6136,機械,プライム（内国株式）,2024-11-30,愛知県,184070225920.0,1.0929253,155517000000.0,18869000000.0,0.11071,13439000000.0,0.0851,0.07624,0.6477205585098113,11.702795,77848000000.0,27461000000.0,144453000000.0,49097000000.0,55774000000.0,6351000000.0,71050700000.0,0.38599778777301996
小池酸素工業,6137,機械,スタンダード（内国株式）,2025-03-31,東京都,32950202368.0,0.7803482,55206000000.0,5453000000.0,0.05187,3633000000.0,0.06005,0.08602,0.5693985415133471,,29167000000.0,22565000000.0,41686000000.0,7232000000.0,16984000000.0,11019000000.0,20232300000.0,0.6140265778655384
ダイジェット工業,6138,機械,スタンダード（内国株式）,2025-03-31,大阪府,2656625664.0,0.3341634,8793113000.0,219183000.0,0.06216,205422000.0,0.04177,0.047459997,0.4975815269081181,,8016245000.0,3513817000.0,8394425000.0,5314332000.0,1346849000.0,1659690000.0,1539963000.0,0.579668795972303
旭ダイヤモンド工業,6140,機械,プライム（内国株式）,2025-03-31,東京都,40103473152.0,0.66540724,41006000000.0,2312000000.0,0.05835,2493000000.0,0.0616,0.042880002,0.8074812379667587,15.064887,12772000000.0,6640000000.0,34456000000.0,2234000000.0,14752000000.0,10778000000.0,29228600000.0,0.7288296424905119
ＤＭＧ森精機,6141,機械,プライム（内国株式）,2024-12-31,東京都,368385851392.0,1.1266432,555007000000.0,43728000000.0,0.04118,7700000000.0,0.05574,0.03598,0.39435182248011763,9.133889,481088000000.0,399420000000.0,317711000000.0,106450000000.0,41747000000.0,19296000000.0,-149869800000.0,-0.4068283280524889
ソディック,6143,機械,プライム（内国株式）,2024-12-31,神奈川県,49384071168.0,0.60445625,73668000000.0,2233000000.0,0.0454,4115000000.0,0.05641,0.05351,0.581924644638017,42.688267,60568000000.0,34440000000.0,101522000000.0,37153000000.0,47762000000.0,6657000000.0,45613900000.0,0.9236561288117735
西部電機,6144,機械,スタンダード（内国株式）,2025-03-31,福岡県,31649114112.0,1.0442148,33352000000.0,3193000000.0,0.033350002,2350000000.0,0.07362,0.08186,0.6634849496886513,,15618000000.0,11788000000.0,23409000000.0,416000000.0,8436000000.0,5571000000.0,11690700000.0,0.3693847467145181
ＮＩＴＴＯＫＵ,6145,機械,スタンダード（内国株式）,2025-03-31,埼玉県,39750860800.0,1.0937994,33268000000.0,1120000000.0,0.0535,1307000000.0,0.0537,0.05032,0.6023007531242242,21.394842,23815000000.0,16328000000.0,41527000000.0,8033000000.0,14907000000.0,2999000000.0,19811300000.0,0.49838669154052634
ディスコ,6146,機械,プライム（内国株式）,2025-03-31,東京都,5261050249216.0,10.168972,393313000000.0,166834000000.0,0.42196,123891000000.0,0.0,,0.7527316702518166,35.65183,161387000000.0,160392000000.0,424502000000.0,,229167000000.0,3510000000.0,265572000000.0,0.05047889440698185
ヤマザキ,6147,機械,スタンダード（内国株式）,2025-03-31,静岡県,1348924032.0,1.0481132,3093870000.0,77791000.0,-0.056799997,57305000.0,0.00693,0.01596,0.3583665507375456,,2530098000.0,1867528000.0,2183228000.0,1961237000.0,847190000.0,186145000.0,-216568500.0,-0.1605490708612418
小田原エンジニアリング,6149,機械,スタンダード（内国株式）,2024-12-31,神奈川県,14784665600.0,0.8434428,13175682000.0,1163982000.0,0.25876,865129000.0,0.100530006,0.11334,0.5891057826204357,13.975122,11467650000.0,11203050000.0,21654620000.0,,10364627000.0,501741000.0,10538188700.0,0.712778292395061
タケダ機械,6150,機械,スタンダード（内国株式）,2025-05-31,石川県,2739672064.0,0.53311384,4890771000.0,431529000.0,-0.01613,293670000.0,0.048649997,0.04388,0.6847483722513507,,2401405000.0,1559083000.0,5267692000.0,1512075000.0,1478277000.0,107143000.0,2941287100.0,1.0735909376342059
日東工器,6151,機械,プライム（内国株式）,2025-03-31,東京都,32431931392.0,0.5678156,27256000000.0,2345000000.0,0.06909,1345000000.0,0.02015,0.00955,0.8733728699046618,,8423000000.0,4174000000.0,38687000000.0,1586000000.0,20305000000.0,4123000000.0,33150100000.0,1.0221438741751023
高松機械工業,6155,機械,スタンダード（内国株式）,2025-03-31,石川県,5169821184.0,0.3258428,13893000000.0,-160000000.0,-0.01792,-645000000.0,-0.044970002,-0.03824,0.7429693206720234,,5624000000.0,3788000000.0,13404000000.0,1722000000.0,5355000000.0,1116000000.0,8561200000.0,1.6559953807485501
エーワン精密,6156,機械,スタンダード（内国株式）,2024-06-30,東京都,8915924992.0,1.1911709,1601549000.0,164561000.0,0.09535,120523000.0,-0.13899,-0.028199999,0.9152526099407611,,758206000.0,210657000.0,6569229000.0,2903000.0,5917303000.0,873002000.0,6422124400.0,0.7202981637645433
日進工具,6157,機械,プライム（内国株式）,2025-03-31,東京都,20904470528.0,1.1247052,9431090000.0,1767267000.0,0.15999,1264700000.0,0.13226,0.06758,0.9234766880404134,4.845152,1526021000.0,1301067000.0,13791530000.0,,9868215000.0,660233000.0,12727672100.0,0.6088492929276644
和井田製作所,6158,機械,スタンダード（内国株式）,2025-03-31,岐阜県,5646506496.0,0.5574594,7554307000.0,709373000.0,-0.06365,435087000.0,0.05217,0.03759,0.8146708398282756,,2247052000.0,1478558000.0,8794513000.0,744230000.0,4812270000.0,410023000.0,6834477100.0,1.2103903723198692
ミクロン精密,6159,機械,スタンダード（内国株式）,2024-08-31,山形県,8652404736.0,0.63644654,4699084000.0,388982000.0,0.09052,484148000.0,0.13525,0.05788,0.8696870188734701,,1934963000.0,1499516000.0,10584630000.0,306100000.0,5543522000.0,1754787000.0,9878017900.0,1.1416500038307964
エスティック,6161,機械,スタンダード（内国株式）,2025-03-31,大阪府,9937949696.0,0.96124583,7881304000.0,1637412000.0,0.20737,1181838000.0,0.15012,0.11679,0.8608468132697182,8.997476,1485826000.0,1160544000.0,8421127000.0,35302000.0,3360567000.0,277427000.0,7129499900.0,0.7174014880423077
パンチ工業,6165,機械,スタンダード（内国株式）,2025-03-31,東京都,11114873856.0,0.5374213,40822000000.0,1686000000.0,0.03795,868000000.0,0.02105,0.04363,0.6674855929633,3.992095,10936000000.0,8668000000.0,23518000000.0,3101000000.0,6495000000.0,1248000000.0,13455600000.0,1.2105940359130964
中村超硬,6166,機械,グロース（内国株式）,2025-03-31,大阪府,3096872704.0,2.9466047,2640960000.0,7776000.0,-0.01475,-32793000.0,0.07941,0.20849001,0.15308051561966046,3.510306,4535347000.0,3291986000.0,2458717000.0,2923515000.0,1308830000.0,1572000.0,-2075529600.0,-0.6702017804345632
冨士ダイス,6167,機械,プライム（内国株式）,2025-03-31,東京都,16692503552.0,0.8457461,16595000000.0,488000000.0,0.04291,426000000.0,0.0272,0.02269,0.8103347263992501,13.833606,4856000000.0,3395000000.0,14909000000.0,68000000.0,6945000000.0,183000000.0,10181100000.0,0.6099204932492082
土木管理総合試験所,6171,サービス業,スタンダード（内国株式）,2024-12-31,長野県,6370781184.0,1.2909398,7346050000.0,581077000.0,0.03875,362559000.0,0.04828,0.07366,0.6932903230028772,14.132492,2155770000.0,1282304000.0,4027337000.0,671347000.0,2270637000.0,353829000.0,2119247300.0,0.33265108921374
アクアライン,6173,サービス業,グロース（内国株式）,2025-02-28,広島県,2021522688.0,-9.5356,3462536000.0,-399566000.0,-0.10944,-346761000.0,-0.31182,,-0.5339760633436745,1.8737671,1258882000.0,1186155000.0,727264000.0,452784000.0,74428000.0,,-531618000.0,-0.2629789925959021
ブランジスタ,6176,サービス業,グロース（内国株式）,2024-09-30,東京都,10896843776.0,2.0100553,4822452000.0,951385000.0,0.18593,606804000.0,0.12527001,0.18330999,0.7184223684634988,14.471243,1322739000.0,1172209000.0,3064457000.0,440199000.0,1380070000.0,1597540000.0,2859996000.0,0.2624609528035139
ＡｐｐＢａｎｋ,6177,サービス業,グロース（内国株式）,2024-12-31,東京都,3770712576.0,77.424614,994440000.0,-235096000.0,-1.62821,-239323000.0,-0.85918,-4.78409,0.2513637363183021,,211075000.0,211075000.0,245860000.0,,70832000.0,,34785000.0,0.009225046804522075
日本郵政,6178,サービス業,プライム（内国株式）,2025-03-31,東京都,4096252444672.0,0.46115714,11468366000000.0,,0.06708,370564000000.0,0.031489998,0.040260002,0.03058912204080548,11.467706,281860113000000.0,,,3418135000000.0,67122254000000.0,191554546000000.0,,
ＧＭＯメディア,6180,サービス業,グロース（内国株式）,2024-12-31,東京都,10437628928.0,3.5942254,6606247000.0,762559000.0,0.12923999,571353000.0,0.100609995,0.25611,0.47989017143106605,,3049949000.0,3015246000.0,4772239000.0,24611000.0,1753457000.0,206459000.0,1866811300.0,0.17885396318239374
タメニー,6181,サービス業,グロース（内国株式）,2025-03-31,東京都,3661745152.0,19.957983,5909037000.0,-56208000.0,0.02776,-848709000.0,-0.042290002,-1.22481,-0.19358259004746797,6.2295084,4284459000.0,2344093000.0,2292032000.0,3406062000.0,1375950000.0,,-1992427000.0,-0.5441195160487237
メタリアル,6182,サービス業,グロース（内国株式）,2025-02-28,東京都,5280471552.0,2.796856,4084762000.0,117322000.0,0.03128,299068000.0,0.007929999,0.01762,0.3976484955562977,20.550848,2963364000.0,2120879000.0,3645664000.0,1684228000.0,2903833000.0,53030000.0,719421000.0,0.13624180964056445
ベルシステム２４ホールディングス,6183,サービス業,プライム（内国株式）,2025-02-28,東京都,98135826432.0,1.3560479,143607000000.0,11587000000.0,0.08279,8003000000.0,0.06083,0.12753001,0.4022635927367799,11.337284,103576000000.0,57413000000.0,28042000000.0,54046000000.0,6992000000.0,7339000000.0,-70396700000.0,-0.7173394524657015
鎌倉新書,6184,サービス業,プライム（内国株式）,2025-01-31,東京都,20576886784.0,6.177374,7061312000.0,910917000.0,0.17438999,687402000.0,0.106879994,0.25636,0.6853077457976919,19.072165,1615609000.0,1145232000.0,3452752000.0,67378000.0,2085473000.0,458273000.0,2157934100.0,0.10487174870777576
ＳＭＮ,6185,サービス業,スタンダード（内国株式）,2025-03-31,東京都,6743062016.0,1.6423753,11640954000.0,239157000.0,0.03795,291745000.0,0.039979998,0.121300004,0.6674631844601385,,1982930000.0,1860009000.0,4377902000.0,76005000.0,2476134000.0,,2394972000.0,0.35517573386055
一蔵,6186,サービス業,スタンダード（内国株式）,2025-03-31,埼玉県,2078648704.0,0.54932564,19932772000.0,123353000.0,-0.15353,-96945000.0,-0.01403,-0.06954,0.21882792487553268,2.4528303,15624093000.0,12840905000.0,10289794000.0,5973691000.0,4766169000.0,100000000.0,-5264299000.0,-2.53255828648187
グローバルキッズＣＯＭＰＡＮＹ,6189,サービス業,スタンダード（内国株式）,2024-09-30,,6918827520.0,0.86706614,26448000000.0,790000000.0,0.05266,256000000.0,0.01726,0.05787,0.5247396675506112,,7348000000.0,3418000000.0,4569000000.0,2918000000.0,1241000000.0,27000000.0,-2760100000.0,-0.3989259729371025
フェニックスバイオ,6190,サービス業,グロース（内国株式）,2025-03-31,広島県,2112431744.0,1.532221,1541388000.0,-142075000.0,0.06,-448933000.0,-0.30295,-0.28162,0.5974624366943766,,919936000.0,566623000.0,1717435000.0,565364000.0,1149390000.0,9397000.0,804076900.0,0.3806404170377777
エアトリ,6191,サービス業,プライム（内国株式）,2024-09-30,東京都,18882742272.0,1.2561523,26571000000.0,2887000000.0,0.17774999,2013000000.0,0.04498,0.08113,0.4766170190605145,9.44432,14072000000.0,11363000000.0,20887000000.0,4323000000.0,9647000000.0,2307000000.0,8429900000.0,0.446434097260341
バーチャレクス・ホールディングス,6193,サービス業,グロース（内国株式）,2025-03-31,東京都,2973894912.0,1.7300131,6488911000.0,279247000.0,-0.00987,111005000.0,0.02967,0.11712,0.4683050477723239,,2013264000.0,1600083000.0,2679051000.0,1037360000.0,1365456000.0,449038000.0,980113600.0,0.3295723719238133
アトラエ,6194,サービス業,プライム（内国株式）,2024-09-30,東京都,15864862720.0,3.1486003,8598696000.0,1528664000.0,0.22650999,733542000.0,0.08525,0.13502,0.7354962518890167,12.61343,1909374000.0,1909372000.0,5304137000.0,500000000.0,4362212000.0,1072294000.0,4145368800.0,0.2612924469099976
ホープ,6195,サービス業,グロース（内国株式）,2025-03-31,福岡県,2883276544.0,2.760019,3140691000.0,291628000.0,0.00559,358008000.0,0.104940005,0.32516,0.5385590190874882,17.345133,995272000.0,965159000.0,1804876000.0,139720000.0,977609000.0,5792000.0,813658400.0,0.2821992228574797
ストライク,6196,サービス業,プライム（内国株式）,2024-09-30,東京都,73066627072.0,3.402474,18138469000.0,6772461000.0,0.37831002,4955003000.0,0.23235,0.23632999,0.8140057151973655,10.690305,4220281000.0,3923949000.0,19227939000.0,,18358964000.0,808702000.0,15573749400.0,0.21314449597698817
ソラスト,6197,サービス業,プライム（内国株式）,2025-03-31,東京都,45914427392.0,2.013904,137435000000.0,7017000000.0,0.047069997,3960000000.0,0.03078,0.19648,0.323580181748149,11.682243,47415000000.0,22362000000.0,31166000000.0,23076000000.0,14004000000.0,409000000.0,-15962700000.0,-0.34766196393383086
キャリア,6198,サービス業,グロース（内国株式）,2024-09-30,東京都,2283842304.0,1.1960499,16709494000.0,428855000.0,0.0077,249851000.0,0.00116,0.009380001,0.45484445547562236,3.2188585,2402887000.0,2252803000.0,3855161000.0,800000000.0,2152744000.0,,1452274000.0,0.6358906643669913
セラク,6199,サービス業,スタンダード（内国株式）,2024-08-31,東京都,20212705280.0,2.2703843,22221595000.0,2273862000.0,0.086899996,1575719000.0,0.069,0.20517999,0.6440868789817161,8.728522,4289508000.0,4124102000.0,10085344000.0,84902000.0,6896690000.0,468778000.0,6123980600.0,0.3029767918329832
インソース,6200,サービス業,プライム（内国株式）,2024-09-30,東京都,71685210112.0,5.7435703,12474662000.0,4937091000.0,0.43543997,3355877000.0,0.28463,0.36842,0.7539530733697946,14.836692,3242369000.0,3199330000.0,7405642000.0,,5705369000.0,169326000.0,4281801200.0,0.059730608214862896
豊田自動織機,6201,輸送用機器,プライム（内国株式）,2025-03-31,愛知県,5102067777536.0,0.9518747,4084984000000.0,221695000000.0,-0.01393,262312000000.0,0.0499,0.04112,0.5215819545974517,17.481005,4388235000000.0,1622284000000.0,3109426000000.0,1730082000000.0,378455000000.0,4081905000000.0,1578524500000.0,0.3093891670647964
豊和工業,6203,機械,スタンダード（内国株式）,2025-03-31,愛知県,16426648576.0,0.8744081,24827000000.0,1253000000.0,0.08359,749000000.0,0.03511,0.04891,0.5502334733194326,13.688442,15315000000.0,8416000000.0,21604000000.0,7968000000.0,2917000000.0,6530000000.0,10860000000.0,0.6611208579616722
石川製作所,6208,機械,スタンダード（内国株式）,2025-03-31,石川県,10461241344.0,1.8818562,16203896000.0,692602000.0,0.06508,423589000.0,0.03281,0.106029995,0.25844544111445505,,15453383000.0,13136089000.0,15992226000.0,8988328000.0,932830000.0,1414462000.0,1528966400.0,0.14615535094952495
リケンＮＰＲ,6209,機械,プライム（内国株式）,2025-03-31,東京都,83427885056.0,0.58637786,170340000000.0,11810000000.0,0.08225001,8756000000.0,0.05641,0.0664,0.6631240156132302,,64376000000.0,35726000000.0,105376000000.0,19337000000.0,28021000000.0,37109000000.0,66976300000.0,0.8028047211677838
ＴＯＹＯイノベックス,6210,機械,スタンダード（内国株式）,2025-03-31,兵庫県,13447389184.0,0.81179464,27024000000.0,-522000000.0,0.00265,-845000000.0,-0.01754,-0.02428,0.5683388704318937,7.056928,12444000000.0,9156000000.0,21328000000.0,3480000000.0,4829000000.0,976000000.0,9567200000.0,0.7114540874137313
津田駒工業,6217,機械,スタンダード（内国株式）,2024-11-30,石川県,2146222848.0,1.0383253,36445000000.0,398000000.0,-0.02605,488000000.0,-0.00151,-0.02173,0.08974613248710829,1.5335463,27406000000.0,20386000000.0,19140000000.0,12454000000.0,2937000000.0,349000000.0,-8021700000.0,-3.737589508692063
エンシュウ,6218,機械,スタンダード（内国株式）,2025-03-31,静岡県,3240373760.0,0.31759036,21886000000.0,-705000000.0,0.00598,-2261000000.0,-0.08586001,-0.16787,0.3480813095397826,,19435000000.0,9420000000.0,15249000000.0,11798000000.0,4440000000.0,13000000.0,-4176900000.0,-1.289017968100075
島精機製作所,6222,機械,プライム（内国株式）,2025-03-31,和歌山県,32847872000.0,0.41969195,32520000000.0,-11915000000.0,-0.050970003,-14275000000.0,-0.32028,-0.1377,0.7817816005231125,15.384615,21667000000.0,17632000000.0,74205000000.0,9981000000.0,14129000000.0,6115000000.0,56818500000.0,1.7297467549800487
西部技研,6223,機械,スタンダード（内国株式）,2024-12-31,福岡県,33996470272.0,1.1619248,32069000000.0,4031000000.0,0.10918,3336000000.0,0.11016,0.12047,0.6989601588970674,,12838000000.0,11667000000.0,30710000000.0,1524000000.0,14442000000.0,501000000.0,18222700000.0,0.5360174116372454
ＪＲＣ,6224,機械,グロース（内国株式）,2025-02-28,大阪府,16877590528.0,3.2190683,11064571000.0,1378021000.0,0.06992,1078667000.0,0.09517,0.25226,0.35453561361616903,,8400260000.0,5657748000.0,7455580000.0,4628927000.0,2431302000.0,216862000.0,-792876600.0,-0.046978068266593745
守谷輸送機工業,6226,機械,スタンダード（内国株式）,2025-03-31,神奈川県,85365989376.0,7.1990128,19435433000.0,4092941000.0,0.24510999,2840888000.0,0.15545,0.29282,0.6682545527525938,68.963066,5702754000.0,4962623000.0,12726158000.0,28438000.0,5812420000.0,1091710000.0,7787601000.0,0.09122603810867827
ＡＩメカテック,6227,機械,スタンダード（内国株式）,2025-06-30,茨城県,29564207104.0,2.7225537,21005577000.0,2095320000.0,0.18341999,337742000.0,0.01604,0.0309,0.39677492748102144,19.199839,16512396000.0,12804041000.0,23649107000.0,8435304000.0,3647468000.0,,7136711000.0,0.2413970033052032
ジェイ・イー・ティ,6228,機械,スタンダード（内国株式）,2024-12-31,岡山県,10907998208.0,1.104049,17880000000.0,789000000.0,-0.22004999,318000000.0,-0.15989,-0.21777001,0.4891138048723079,,13023000000.0,8575000000.0,23824000000.0,7638000000.0,2887000000.0,,10801000000.0,0.9901908484068573
オーケーエム,6229,機械,スタンダード（内国株式）,2025-03-31,滋賀県,7836549632.0,0.7665608,10438263000.0,783574000.0,0.16348,553410000.0,0.05841,0.06409,0.7834027699121477,,2851245000.0,2298227000.0,8744524000.0,802917000.0,2055771000.0,243378000.0,6063643600.0,0.7737644607314853
ＳＡＮＥＩ,6230,機械,スタンダード（内国株式）,2025-03-31,大阪府,9453255680.0,0.65322244,28465447000.0,1883799000.0,0.06047,1254463000.0,0.0424,0.08304,0.5828050276420175,6.1221466,9677716000.0,6976134000.0,15618110000.0,2795547000.0,2155225000.0,484999000.0,6279893300.0,0.6643101078167389
木村工機,6231,機械,スタンダード（内国株式）,2025-03-31,大阪府,45680324608.0,3.7965703,16042155000.0,3675847000.0,0.25327,2496235000.0,0.16215,0.2401,0.5301548566082428,15.811544,10425657000.0,4003030000.0,10689494000.0,4555534000.0,1598420000.0,67400000.0,311017000.0,0.006808554945021813
ＡＣＳＬ,6232,機械,グロース（内国株式）,2024-12-31,東京都,17583872000.0,29.037745,2655602000.0,-2293222000.0,-1.87636,-2371396000.0,-1.03291,-1.5669701,0.04256212500758778,-18.787313,4368655000.0,2129691000.0,3877782000.0,3559059000.0,1243580000.0,197577000.0,-352569100.0,-0.02005070896785418
